day,city,area,points,capacity,peak,peak_pct,carry_in,bags_in,deposits
2026-09-24,taranto,castello-aragonese,2,60,0,0.0,0,0,0.0
2026-09-24,taranto,sacello-romano,2,50,0,0.0,0,0,0.0
2026-09-24,terni,railway-station,1,300,0,0.0,0,0,0.0
2026-09-24,trani,trani-transit-station,1,50,0,0.0,0,0,0.0
2026-09-24,trapani,city-center,3,225,0,0.0,0,0,0.0
2026-09-24,trapani,train-station,2,30,0,0.0,0,0,0.0
2026-09-24,trapani,trapani-port,5,530,2,0.4,2,0,1.0
2026-09-24,trapani,trapani-train-station,1,30,0,0.0,0,0,0.0
2026-09-24,trento,city-center,1,40,0,0.0,0,0,0.0
2026-09-24,trento,main-station,8,255,11,4.3,4,7,5.5
2026-09-24,treviso,city-center,3,145,3,2.1,0,3,1.5
2026-09-24,treviso,treviso-train-station,2,95,12,12.6,8,6,7.0
2026-09-24,trieste,trieste-train-station,7,250,38,15.2,9,29,19.0
2026-09-24,turin,allianz-stadium,1,100,0,0.0,0,0,0.0
2026-09-24,turin,aurora,1,20,0,0.0,0,0,0.0
2026-09-24,turin,barriera-di-milano,4,70,1,1.4,1,0,0.5
2026-09-24,turin,cenisia,2,110,3,2.7,3,0,1.5
2026-09-24,turin,cit-turin,1,300,0,0.0,0,0,0.0
2026-09-24,turin,city-center,3,90,0,0.0,0,0,0.0
2026-09-24,turin,crocetta,1,25,0,0.0,0,0,0.0
2026-09-24,turin,egyptian-museum,1,75,0,0.0,0,0,0.0
2026-09-24,turin,galleria-sabauda,1,20,0,0.0,0,0,0.0
2026-09-24,turin,lingotto,5,125,0,0.0,0,0,0.0
2026-09-24,turin,lingotto-fiere,1,50,1,2.0,1,0,0.5
2026-09-24,turin,mole-antonelliana,1,10,0,0.0,0,0,0.0
2026-09-24,turin,museo-pietro-micca,1,95,5,5.3,0,5,2.5
2026-09-24,turin,national-cinema-museum,1,30,0,0.0,0,0,0.0
2026-09-24,turin,palazzo-madama,1,20,0,0.0,0,0,0.0
2026-09-24,turin,palazzo-reale,1,30,0,0.0,0,0,0.0
2026-09-24,turin,parco-del-valentino,1,10,0,0.0,0,0,0.0
2026-09-24,turin,piazza-castello,1,55,7,12.7,7,0,3.5
2026-09-24,turin,piazza-san-carlo,1,25,0,0.0,0,0,0.0
2026-09-24,turin,piazza-statuto,1,40,0,0.0,0,0,0.0
2026-09-24,turin,piazza-vittorio-veneto,1,20,1,5.0,0,1,0.5
2026-09-24,turin,porta-palazzo-market,1,100,0,0.0,0,0,0.0
2026-09-24,turin,quadrilatero,1,25,0,0.0,0,0,0.0
2026-09-24,turin,quadrilatero-romano,1,50,0,0.0,0,0,0.0
2026-09-24,turin,santa-rita,1,35,0,0.0,0,0,0.0
2026-09-24,turin,stazione-porta-nuova,10,410,23,5.6,7,16,11.5
2026-09-24,turin,torino-dora,1,50,0,0.0,0,0,0.0
2026-09-24,turin,torino-porta-susa,3,65,1,1.5,1,0,0.5
2026-09-24,turin,torino-via-roma,1,10,0,0.0,0,0,0.0
2026-09-24,udine,udine-train-station,2,40,1,2.5,1,0,0.5
2026-09-24,varese,varese-train-station,1,20,0,0.0,0,0,0.0
2026-09-24,venice,accademia-gallery,1,65,2,3.1,2,0,1.0
2026-09-24,venice,biennale,1,50,0,0.0,0,0,0.0
2026-09-24,venice,brondolo,1,200,0,0.0,0,0,0.0
2026-09-24,venice,ca-d-oro-pier-station,1,40,5,12.5,5,0,2.5
2026-09-24,venice,campo-dei-frari,1,25,10,40.0,10,0,5.0
2026-09-24,venice,cannaregio,4,450,6,1.3,5,1,3.0
2026-09-24,venice,city-center,3,100,0,0.0,0,0,0.0
2026-09-24,venice,dorsoduro,1,60,11,18.3,11,0,5.5
2026-09-24,venice,giudecca,1,25,0,0.0,0,0,0.0
2026-09-24,venice,guglie-bridge,1,50,0,0.0,0,0,0.0
2026-09-24,venice,murano,2,80,0,0.0,0,0,0.0
2026-09-24,venice,murano-da-mula,1,200,3,1.5,3,0,1.5
2026-09-24,venice,peggy-guggenheim-collection,1,40,3,7.5,3,0,1.5
2026-09-24,venice,piazzale-roma,2,155,12,7.7,6,6,6.0
2026-09-24,venice,rialto,2,330,0,0.0,0,0,0.0
2026-09-24,venice,san-marco,3,125,8,6.4,8,0,4.0
2026-09-24,venice,san-polo,4,190,6,3.2,4,2,3.0
2026-09-24,venice,santa-croce,1,20,0,0.0,0,0,0.0
2026-09-24,venice,santa-lucia-station,2,240,73,30.4,32,41,36.5
2026-09-24,venice,santa-lucia-train-station,1,15,0,0.0,0,0,0.0
2026-09-24,venice,venice-castello,1,50,0,0.0,0,0,0.0
2026-09-24,venice,venice-lido,1,25,0,0.0,0,0,0.0
2026-09-24,venice,venice-marco-polo-airport,1,45,3,6.7,3,0,1.5
2026-09-24,vercelli,city-center,1,20,0,0.0,0,0,0.0
2026-09-24,verona,arena-di-verona,1,45,1,2.2,0,1,0.5
2026-09-24,verona,avesa,1,20,0,0.0,0,0,0.0
2026-09-24,verona,castelvecchio-museum,1,40,2,5.0,2,0,1.0
2026-09-24,verona,citta-antica,5,175,4,2.3,1,3,2.0
2026-09-24,verona,cittadella,2,90,0,0.0,0,0,0.0
2026-09-24,verona,juliet-s-house,2,130,9,6.9,9,0,4.5
2026-09-24,verona,porta-nuova,2,345,8,2.3,8,0,4.0
2026-09-24,vicenza,city-center,2,70,0,0.0,0,0,0.0
2026-09-24,vicenza,main-station,1,35,13,37.1,0,13,6.5
