spot_id,city,lat,lng,area,source
e76b2647-7dfc-4e82-816a-5a7b6dbc4162,rome,41.9090786,12.4520964,ottaviano,radical
57bbe87b-e608-45cf-bb81-ffac782a23f8,rome,41.90723,12.4587643,prati,radical
10c11783-c9b4-4f7b-a187-fb99972cf26b,rome,41.8981434,12.4796137,pantheon,radical
c3ce8b54-7ad9-41ed-97b8-ccf656b08d59,rome,41.8992165,12.5156399,san-lorenzo,radical
b3b00792-c02f-405c-b682-891f81d0e582,rome,41.9116584,12.4434093,vatican,radical
2e0b0346-dc74-452b-b40c-02a83be0ffea,rome,41.9121311,12.5248182,tiburtina,radical
1c90c76f-988c-4f3f-9f37-1417c0cb6405,rome,41.899708920044525,12.466076599999996,s-pietro,radical
f1476a80-42ac-4daf-9620-100b37980299,rome,41.9004891,12.4690946,navona,radical
f417d733-a07b-47b9-86bd-d49de2d0f747,rome,41.9019355,12.5041727,termini,radical
3a0b3c7c-984c-4cc2-bd79-8e1bbe39d5f7,rome,41.8963168,12.4947457,monti,radical
d1653410-f0e4-4772-968c-b16f856afd2d,rome,41.9306681,12.5217268,nomentana,radical
2b5451d9-92ce-4355-a7fe-bbf1a229d583,rome,41.8874876,12.5055611,esquilino,radical
9356f9c9-6772-40f0-a551-565ec98e1066,rome,41.8943771,12.5017377,monti,radical
f5219943-c1de-4041-b870-341c759c78b7,rome,41.9048719,12.4457466,piazza-di-san-pietro-in-vincoli,radical
79e91c66-f72c-41c6-84da-b17ef73487fd,rome,41.89766849999999,12.4970979,esquilino,radical
953e4c3a-5057-437e-8f99-649b7f06f60e,rome,41.92754511077192,12.52372540416768,nomentana,radical
4de835f8-53fc-4373-8c8e-187ed007df13,rome,41.8803806,12.5137382,Quartiere-IX-appio-latino,radical
91af40ee-77b8-4b2a-8c84-1b749d7ef9a8,rome,41.899851,12.4949301,repubblica,radical
baff0295-c52a-4fe8-b35f-e341723d04f7,rome,41.893472,12.4891584,roman-forum,radical
56ef23a1-2c3a-4b8b-92b5-5fe530446115,rome,41.898516,12.482682,trevi,radical
a72a2c82-a585-43a5-aa74-e2b24ea8fd4f,rome,41.8951488,12.476046,largo-di-torre-argentina,radical
056a14c3-464f-42fc-b272-316a40df7d16,rome,41.7345698,12.2795251,ostia-1,radical
1cf81da6-14ae-4385-9155-86dcbe1fc166,rome,41.9017828,12.4734147,navona,radical
71f6b062-cccb-4e72-90de-2fe371988504,rome,41.8727078,12.4805332,ostiense,radical
b6dc615f-ded4-4804-ae5b-6c8feb127e52,rome,41.8966295,12.4747104,navona,radical
cbd48991-6de8-43a5-afd5-3d4f55700547,rome,41.89919658156836,12.473446796423207,navona,radical
5942815d-063c-4049-9552-0f72e76ec0e9,rome,41.8980653,12.4713294,navona,radical
02feca54-d1b3-45b6-aff0-77cc3473ca63,rome,41.868079,12.5286939,furio-camillo,radical
614ebb90-f774-4926-9706-a96edeaf6cf8,rome,41.8884587,12.4739156,bocca-della-verita,radical
0305d591-0a38-4098-96e4-3f8bc489a9b3,rome,41.8975979,12.4832686,trevi,radical
8199f8db-de7a-453e-8d94-222ad3332cfb,rome,41.864471,12.4731524,portuense,radical
366b0ed7-0b0e-445b-a25b-98167e81ad1d,rome,41.8916601,12.5138736,esquilino,radical
f96b7cd7-d3b8-4e26-b8c9-d9cfd65903ed,rome,41.9080498,12.4636448,prati,radical
233df7ab-ae57-4f94-a286-0868dbd36d8f,rome,41.8799674,12.4769198,trastevere,radical
15e26774-857a-4e2c-a685-1f78ce2862d2,rome,41.88499849999999,12.5122331,san-giovanni,radical
4ce96670-644f-48d2-a81e-03565b2db110,rome,41.8894787,12.4961529,colosseum,radical
3bc4f8bd-c46d-432f-83ba-e2aff05c5ab0,rome,41.8954733,12.4698996,piazza-campo-de-fiori,radical
9280d997-c74d-49a7-948d-ae0f5df4d5aa,rome,41.9045212,12.4900348,trevi,radical
37f401a3-8a63-4ba9-ac61-cf80d781a8c1,rome,41.9119666,12.4755164,lepanto,radical
429a5180-c2ad-44f3-92d5-66a6663f8cde,rome,41.8858742,12.4692781,trastevere,radical
5f61043f-9cc3-4a56-81f5-c47a04eae968,rome,41.89273775798457,12.475375043778513,pantheon,radical
6681fe3f-e481-4aea-8962-3d1d274e0491,rome,41.8995946,12.480454099999974,trevi,radical
dd6b3e71-cb80-4287-aaca-bce58b4f1512,rome,41.8881358,12.4836153,colosseum,radical
910736f3-77ca-4cf3-872b-84a25c78ce11,rome,41.90865160864122,12.488429242147845,spanish-steps,radical
3a7bac35-e76a-41ab-81c2-a697050a5cd4,rome,41.89306094772344,12.472595830361552,pantheon,radical
df9b37ff-f532-426b-8bb0-f5cc39e4bb9c,rome,41.8934103,12.4886971,roman-forum,radical
599c44c7-310d-4549-86b1-c61e8242c304,rome,41.8889502,12.4743798,bocca-della-verita,radical
6ad6e0bf-3d8a-44f3-833d-3b0236c5b8ee,rome,41.900455,12.427713,primavalle,radical
51a415f7-5131-4772-8516-b69faaae85e0,rome,41.8553094,12.4811084,ostiense,radical
39bb83bc-9db2-4e65-9289-4235cae3f50c,rome,41.9123311,12.4750069,lepanto,radical
a0fdea96-4bc0-432d-ada4-83c754582952,rome,41.8964273,12.4906363,monti,radical
452d44c3-9b08-4545-a4bf-1a233b3928c9,rome,41.8758657,12.5242369,furio-camillo,radical
17039569-a8d4-4022-aa6b-8214d75ff9ce,rome,41.8032796,12.5988166,ciampino,radical
7c1f1cdd-b8be-4868-b8e2-0099fd0045fc,rome,41.9040888,12.4625207,castel-sant-angelo,radical
ef12673f-4faa-45bb-a0e5-18f0df3e0a7c,rome,41.9101856,12.5286796,tiburtina,radical
b54abd6a-6876-417c-83d9-b252da710097,rome,41.9017162,12.4972151,termini,radical
bdcc0628-11cd-47b2-b020-f94afbd54dc5,rome,41.9016227,12.4804101,trevi,radical
411c5bbb-e5d7-4f27-9da2-a53485311da9,rome,41.8813437,12.5094905,san-giovanni,radical
0f70c271-68a1-49e1-a43a-de137b70522f,rome,41.8849568,12.4726553,pantheon,radical
72c9a00f-8817-482a-86c5-47b921745233,rome,41.9042835,12.4828516,pantheon,radical
c4cdec7a-6352-4b5c-adbd-43a511678ba3,rome,41.9097126,12.4577323,lepanto,radical
094140db-590c-4584-9913-d5f4e5d19d2d,rome,41.897182555791055,12.489981007922163,monti,radical
221d18fa-416d-4b7a-8616-c634d5f01ac0,rome,41.89660531613963,12.480922671153273,pantheon,radical
1960821a-2eaa-4a7a-bcf8-5cdf79078457,rome,41.8998812,12.4527001,vatican,radical
bb546d8f-ead8-4a5f-9ce1-4dea2e8ccd63,rome,41.86493309999999,12.5318792,furio-camillo,radical
0d85d142-a143-42d9-9bc9-acf80a71cdcc,rome,41.894565,12.5066942,esquilino,radical
88969cef-c863-43ed-b548-5b13ecf3741b,rome,41.9061747,12.4783679,spanish-steps,radical
b33fe01a-edd9-4e4d-b9ff-bc15ffc67f67,rome,41.9030355,12.502664,termini,radical
153c7451-3f23-4247-948d-8f4cf19e0223,rome,41.8769926,12.4741131,trastevere,radical
4505cfa5-d07e-4294-a1bb-fba6d5070bb4,rome,41.89078970000001,12.5000046,labicana,radical
22387b59-2f94-4fb2-a3ad-6a1a361a4d42,rome,41.906176,12.4798627,spanish-steps,radical
15ce5736-1b35-4729-a0e3-5e67c5900332,rome,41.89585175041127,12.448630778952586,s-pietro,radical
edc07dba-4cc4-454c-820b-2d82f43b560b,rome,41.888271,12.4962572,colosseum,radical
