rilevato_il,giorno,giorno_sett,tipo_giorno,circolo,slug,campo,copertura,inizio,fascia,stato,prezzo_90,prezzo_60
2026-09-20 16:00,2026-09-20,Sun,festivo,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL 1,coperto,17:00,pomeriggio,occupato,,
2026-09-20 16:00,2026-09-20,Sun,festivo,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL 1,coperto,17:30,pomeriggio,occupato,,
2026-09-20 16:00,2026-09-20,Sun,festivo,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL 1,coperto,18:00,sera,occupato,,
2026-09-20 16:00,2026-09-20,Sun,festivo,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL  2,coperto,16:30,pomeriggio,occupato,,
2026-09-20 16:00,2026-09-20,Sun,festivo,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL  2,coperto,17:00,pomeriggio,occupato,,
2026-09-20 16:00,2026-09-20,Sun,festivo,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL  2,coperto,17:30,pomeriggio,occupato,,
2026-09-20 16:00,2026-09-20,Sun,festivo,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL  2,coperto,18:00,sera,occupato,,
2026-09-20 16:00,2026-09-20,Sun,festivo,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL  3,coperto,16:30,pomeriggio,occupato,,
2026-09-20 16:00,2026-09-20,Sun,festivo,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL  3,coperto,17:00,pomeriggio,occupato,,
2026-09-20 16:00,2026-09-20,Sun,festivo,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL  3,coperto,17:30,pomeriggio,occupato,,
2026-09-20 16:00,2026-09-20,Sun,festivo,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL  3,coperto,18:00,sera,occupato,,
2026-09-20 16:00,2026-09-20,Sun,festivo,H-FARM CAMPUS,h-farm-campus,Padel 1,scoperto,16:30,pomeriggio,libero,80 EUR,
2026-09-20 16:00,2026-09-20,Sun,festivo,H-FARM CAMPUS,h-farm-campus,Padel 1,scoperto,17:00,pomeriggio,libero,81.66 EUR,
2026-09-20 16:00,2026-09-20,Sun,festivo,H-FARM CAMPUS,h-farm-campus,Padel 1,scoperto,17:30,pomeriggio,libero,83.34 EUR,
2026-09-20 16:00,2026-09-20,Sun,festivo,H-FARM CAMPUS,h-farm-campus,Padel 1,scoperto,18:00,sera,libero,85 EUR,
2026-09-20 16:00,2026-09-20,Sun,festivo,H-FARM CAMPUS,h-farm-campus,Padel 2,scoperto,16:30,pomeriggio,libero,80 EUR,
2026-09-20 16:00,2026-09-20,Sun,festivo,H-FARM CAMPUS,h-farm-campus,Padel 2,scoperto,17:00,pomeriggio,libero,81.66 EUR,
2026-09-20 16:00,2026-09-20,Sun,festivo,H-FARM CAMPUS,h-farm-campus,Padel 2,scoperto,17:30,pomeriggio,libero,83.34 EUR,
2026-09-20 16:00,2026-09-20,Sun,festivo,H-FARM CAMPUS,h-farm-campus,Padel 2,scoperto,18:00,sera,libero,85 EUR,
2026-09-20 16:00,2026-09-20,Sun,festivo,SPH - Treviso Sporting,sph-treviso-sporting,Campo 4,coperto,16:30,pomeriggio,libero,,36 EUR
2026-09-20 16:00,2026-09-20,Sun,festivo,SPH - Treviso Sporting,sph-treviso-sporting,Campo 4,coperto,17:00,pomeriggio,libero,,
2026-09-20 16:00,2026-09-20,Sun,festivo,SPH - Treviso Sporting,sph-treviso-sporting,Campo 4,coperto,17:30,pomeriggio,occupato,,
2026-09-20 16:00,2026-09-20,Sun,festivo,SPH - Treviso Sporting,sph-treviso-sporting,Campo 4,coperto,18:00,sera,occupato,,
2026-09-20 16:00,2026-09-20,Sun,festivo,SPH - Treviso Sporting,sph-treviso-sporting,Campo 5,coperto,16:30,pomeriggio,libero,,36 EUR
2026-09-20 16:00,2026-09-20,Sun,festivo,SPH - Treviso Sporting,sph-treviso-sporting,Campo 5,coperto,17:00,pomeriggio,libero,,
2026-09-20 16:00,2026-09-20,Sun,festivo,SPH - Treviso Sporting,sph-treviso-sporting,Campo 5,coperto,17:30,pomeriggio,occupato,,
2026-09-20 16:00,2026-09-20,Sun,festivo,SPH - Treviso Sporting,sph-treviso-sporting,Campo 5,coperto,18:00,sera,occupato,,
2026-09-20 16:00,2026-09-20,Sun,festivo,SPH - Treviso Sporting,sph-treviso-sporting,Campo 6,coperto,16:30,pomeriggio,occupato,,
2026-09-20 16:00,2026-09-20,Sun,festivo,SPH - Treviso Sporting,sph-treviso-sporting,Campo 6,coperto,17:00,pomeriggio,occupato,,
2026-09-20 16:00,2026-09-20,Sun,festivo,SPH - Treviso Sporting,sph-treviso-sporting,Campo 6,coperto,17:30,pomeriggio,occupato,,
2026-09-20 16:00,2026-09-20,Sun,festivo,SPH - Treviso Sporting,sph-treviso-sporting,Campo 6,coperto,18:00,sera,occupato,,
2026-09-20 16:00,2026-09-20,Sun,festivo,SPH - Treviso Sporting,sph-treviso-sporting,Campo 7,coperto,16:30,pomeriggio,libero,,36 EUR
2026-09-20 16:00,2026-09-20,Sun,festivo,SPH - Treviso Sporting,sph-treviso-sporting,Campo 7,coperto,17:00,pomeriggio,libero,,
2026-09-20 16:00,2026-09-20,Sun,festivo,SPH - Treviso Sporting,sph-treviso-sporting,Campo 7,coperto,17:30,pomeriggio,occupato,,
2026-09-20 16:00,2026-09-20,Sun,festivo,SPH - Treviso Sporting,sph-treviso-sporting,Campo 7,coperto,18:00,sera,occupato,,
2026-09-20 16:00,2026-09-20,Sun,festivo,SPH - Treviso Sporting,sph-treviso-sporting,Campo 1,scoperto,16:30,pomeriggio,libero,,28 EUR
2026-09-20 16:00,2026-09-20,Sun,festivo,SPH - Treviso Sporting,sph-treviso-sporting,Campo 1,scoperto,17:00,pomeriggio,libero,,
2026-09-20 16:00,2026-09-20,Sun,festivo,SPH - Treviso Sporting,sph-treviso-sporting,Campo 1,scoperto,17:30,pomeriggio,occupato,,
2026-09-20 16:00,2026-09-20,Sun,festivo,SPH - Treviso Sporting,sph-treviso-sporting,Campo 1,scoperto,18:00,sera,occupato,,
2026-09-20 16:00,2026-09-20,Sun,festivo,SPH - Treviso Sporting,sph-treviso-sporting,Campo 2,scoperto,16:30,pomeriggio,libero,,28 EUR
2026-09-20 16:00,2026-09-20,Sun,festivo,SPH - Treviso Sporting,sph-treviso-sporting,Campo 2,scoperto,17:00,pomeriggio,libero,,
2026-09-20 16:00,2026-09-20,Sun,festivo,SPH - Treviso Sporting,sph-treviso-sporting,Campo 2,scoperto,17:30,pomeriggio,occupato,,
2026-09-20 16:00,2026-09-20,Sun,festivo,SPH - Treviso Sporting,sph-treviso-sporting,Campo 2,scoperto,18:00,sera,occupato,,
2026-09-20 16:00,2026-09-20,Sun,festivo,SPH - Treviso Sporting,sph-treviso-sporting,Campo 3,scoperto,16:30,pomeriggio,libero,,28 EUR
2026-09-20 16:00,2026-09-20,Sun,festivo,SPH - Treviso Sporting,sph-treviso-sporting,Campo 3,scoperto,17:00,pomeriggio,libero,,
2026-09-20 16:00,2026-09-20,Sun,festivo,SPH - Treviso Sporting,sph-treviso-sporting,Campo 3,scoperto,17:30,pomeriggio,occupato,,
2026-09-20 16:00,2026-09-20,Sun,festivo,SPH - Treviso Sporting,sph-treviso-sporting,Campo 3,scoperto,18:00,sera,occupato,,
2026-09-20 16:00,2026-09-20,Sun,festivo,Marina Sporting,marina-sporting,Padel 1,scoperto,16:30,pomeriggio,libero,,
2026-09-20 16:00,2026-09-20,Sun,festivo,Marina Sporting,marina-sporting,Padel 1,scoperto,17:00,pomeriggio,libero,,
2026-09-20 16:00,2026-09-20,Sun,festivo,Marina Sporting,marina-sporting,Padel 1,scoperto,17:30,pomeriggio,libero,44 EUR,
2026-09-20 16:00,2026-09-20,Sun,festivo,Marina Sporting,marina-sporting,Padel 1,scoperto,18:00,sera,libero,,
2026-09-20 16:00,2026-09-20,Sun,festivo,Marina Sporting,marina-sporting,Padel 2,scoperto,16:30,pomeriggio,libero,,
2026-09-20 16:00,2026-09-20,Sun,festivo,Marina Sporting,marina-sporting,Padel 2,scoperto,17:00,pomeriggio,libero,,
2026-09-20 16:00,2026-09-20,Sun,festivo,Marina Sporting,marina-sporting,Padel 2,scoperto,17:30,pomeriggio,libero,44 EUR,
2026-09-20 16:00,2026-09-20,Sun,festivo,Marina Sporting,marina-sporting,Padel 2,scoperto,18:00,sera,libero,,
2026-09-20 18:32,2026-09-20,Sun,festivo,SPH - Venezia,sph-venezia,Campo 1,coperto,19:00,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,SPH - Venezia,sph-venezia,Campo 1,coperto,19:30,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,SPH - Venezia,sph-venezia,Campo 1,coperto,20:00,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,SPH - Venezia,sph-venezia,Campo 2,coperto,19:00,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,SPH - Venezia,sph-venezia,Campo 2,coperto,19:30,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,SPH - Venezia,sph-venezia,Campo 2,coperto,20:00,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,SPH - Venezia,sph-venezia,Campo 3,coperto,19:00,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,SPH - Venezia,sph-venezia,Campo 3,coperto,19:30,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,SPH - Venezia,sph-venezia,Campo 3,coperto,20:00,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,SPH - Venezia,sph-venezia,Campo 4 | B3 Capital,coperto,19:00,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,SPH - Venezia,sph-venezia,Campo 4 | B3 Capital,coperto,19:30,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,SPH - Venezia,sph-venezia,Campo 4 | B3 Capital,coperto,20:00,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,SPH - Venezia,sph-venezia,Campo 5 | Bassetto Impianti,coperto,19:00,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,SPH - Venezia,sph-venezia,Campo 5 | Bassetto Impianti,coperto,19:30,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,SPH - Venezia,sph-venezia,Campo 5 | Bassetto Impianti,coperto,20:00,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,Padel Treviso,padel-treviso,1 Esterno,scoperto,19:00,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,Padel Treviso,padel-treviso,1 Esterno,scoperto,19:30,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,Padel Treviso,padel-treviso,2 Esterno,scoperto,19:00,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,Padel Treviso,padel-treviso,2 Esterno,scoperto,19:30,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,Padel Treviso,padel-treviso,3 COPERTO,coperto,19:00,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,Padel Treviso,padel-treviso,3 COPERTO,coperto,19:30,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,Padel Treviso,padel-treviso,4 COPERTO,coperto,19:00,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,Padel Treviso,padel-treviso,4 COPERTO,coperto,19:30,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,Padel Treviso,padel-treviso,Kuikma Indoor,coperto,19:00,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,Padel Treviso,padel-treviso,Kuikma Indoor,coperto,19:30,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,Padel Treviso,padel-treviso,6 Indoor,coperto,19:00,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,Padel Treviso,padel-treviso,6 Indoor,coperto,19:30,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,Padel Treviso,padel-treviso,My Gym City Indoor,coperto,19:00,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,Padel Treviso,padel-treviso,My Gym City Indoor,coperto,19:30,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,Padel Treviso,padel-treviso,8 Esterno,scoperto,19:00,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,Padel Treviso,padel-treviso,8 Esterno,scoperto,19:30,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,Padel Treviso,padel-treviso,9 Gioielleria Minotto Istrana,coperto,19:00,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,Padel Treviso,padel-treviso,9 Gioielleria Minotto Istrana,coperto,19:30,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,Padel Treviso,padel-treviso,10 Gioielleria Minotto Istrana,coperto,19:00,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,Padel Treviso,padel-treviso,10 Gioielleria Minotto Istrana,coperto,19:30,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,Padel Treviso,padel-treviso,Singolo A Esterno,scoperto,19:00,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,Padel Treviso,padel-treviso,Singolo A Esterno,scoperto,19:30,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,Padel Treviso,padel-treviso,Singolo B Esterno,scoperto,19:00,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,Padel Treviso,padel-treviso,Singolo B Esterno,scoperto,19:30,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,Altino Sport Village,altino-sport-village,Padel 1,coperto,19:00,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,Altino Sport Village,altino-sport-village,Padel 1,coperto,19:30,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,Altino Sport Village,altino-sport-village,Padel 1,coperto,20:00,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,Altino Sport Village,altino-sport-village,Padel 1,coperto,20:30,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,Altino Sport Village,altino-sport-village,Padel 2,coperto,19:00,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,Altino Sport Village,altino-sport-village,Padel 2,coperto,19:30,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,Altino Sport Village,altino-sport-village,Padel 2,coperto,20:00,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,Altino Sport Village,altino-sport-village,Padel 2,coperto,20:30,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL 1,coperto,19:00,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL  2,coperto,19:00,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL  3,coperto,19:00,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,H-FARM CAMPUS,h-farm-campus,Padel 1,scoperto,19:00,sera,libero,,
2026-09-20 18:32,2026-09-20,Sun,festivo,H-FARM CAMPUS,h-farm-campus,Padel 1,scoperto,19:30,sera,libero,,
2026-09-20 18:32,2026-09-20,Sun,festivo,H-FARM CAMPUS,h-farm-campus,Padel 1,scoperto,20:00,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,H-FARM CAMPUS,h-farm-campus,Padel 1,scoperto,20:30,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,H-FARM CAMPUS,h-farm-campus,Padel 2,scoperto,19:00,sera,libero,,
2026-09-20 18:32,2026-09-20,Sun,festivo,H-FARM CAMPUS,h-farm-campus,Padel 2,scoperto,19:30,sera,libero,,
2026-09-20 18:32,2026-09-20,Sun,festivo,H-FARM CAMPUS,h-farm-campus,Padel 2,scoperto,20:00,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,H-FARM CAMPUS,h-farm-campus,Padel 2,scoperto,20:30,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,SPH - Treviso Sporting,sph-treviso-sporting,Campo 4,coperto,19:00,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,SPH - Treviso Sporting,sph-treviso-sporting,Campo 5,coperto,19:00,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,SPH - Treviso Sporting,sph-treviso-sporting,Campo 6,coperto,19:00,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,SPH - Treviso Sporting,sph-treviso-sporting,Campo 7,coperto,19:00,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,SPH - Treviso Sporting,sph-treviso-sporting,Campo 1,scoperto,19:00,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,SPH - Treviso Sporting,sph-treviso-sporting,Campo 2,scoperto,19:00,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,SPH - Treviso Sporting,sph-treviso-sporting,Campo 3,scoperto,19:00,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,Marina Sporting,marina-sporting,Padel 1,scoperto,19:00,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,Marina Sporting,marina-sporting,Padel 1,scoperto,19:30,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,Marina Sporting,marina-sporting,Padel 1,scoperto,20:00,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,Marina Sporting,marina-sporting,Padel 1,scoperto,20:30,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,Marina Sporting,marina-sporting,Padel 2,scoperto,19:00,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,Marina Sporting,marina-sporting,Padel 2,scoperto,19:30,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,Marina Sporting,marina-sporting,Padel 2,scoperto,20:00,sera,occupato,,
2026-09-20 18:32,2026-09-20,Sun,festivo,Marina Sporting,marina-sporting,Padel 2,scoperto,20:30,sera,occupato,,
2026-09-20 20:00,2026-09-20,Sun,festivo,Altino Sport Village,altino-sport-village,Padel 1,coperto,20:30,sera,occupato,,
2026-09-20 20:00,2026-09-20,Sun,festivo,Altino Sport Village,altino-sport-village,Padel 2,coperto,20:30,sera,occupato,,
2026-09-20 20:00,2026-09-20,Sun,festivo,H-FARM CAMPUS,h-farm-campus,Padel 1,scoperto,20:30,sera,occupato,,
2026-09-20 20:00,2026-09-20,Sun,festivo,H-FARM CAMPUS,h-farm-campus,Padel 1,scoperto,21:00,sera,occupato,,
2026-09-20 20:00,2026-09-20,Sun,festivo,H-FARM CAMPUS,h-farm-campus,Padel 1,scoperto,21:30,sera,occupato,,
2026-09-20 20:00,2026-09-20,Sun,festivo,H-FARM CAMPUS,h-farm-campus,Padel 2,scoperto,20:30,sera,occupato,,
2026-09-20 20:00,2026-09-20,Sun,festivo,H-FARM CAMPUS,h-farm-campus,Padel 2,scoperto,21:00,sera,occupato,,
2026-09-20 20:00,2026-09-20,Sun,festivo,H-FARM CAMPUS,h-farm-campus,Padel 2,scoperto,21:30,sera,occupato,,
2026-09-20 20:00,2026-09-20,Sun,festivo,Marina Sporting,marina-sporting,Padel 1,scoperto,20:30,sera,occupato,,
2026-09-20 20:00,2026-09-20,Sun,festivo,Marina Sporting,marina-sporting,Padel 1,scoperto,21:00,sera,occupato,,
2026-09-20 20:00,2026-09-20,Sun,festivo,Marina Sporting,marina-sporting,Padel 1,scoperto,21:30,sera,occupato,,
2026-09-20 20:00,2026-09-20,Sun,festivo,Marina Sporting,marina-sporting,Padel 2,scoperto,20:30,sera,occupato,,
2026-09-20 20:00,2026-09-20,Sun,festivo,Marina Sporting,marina-sporting,Padel 2,scoperto,21:00,sera,occupato,,
2026-09-20 20:00,2026-09-20,Sun,festivo,Marina Sporting,marina-sporting,Padel 2,scoperto,21:30,sera,occupato,,
2026-09-21 06:00,2026-09-21,Mon,feriale,SPH - Venezia,sph-venezia,Campo 1,coperto,08:00,mattina,libero,48 EUR,32 EUR
2026-09-21 06:00,2026-09-21,Mon,feriale,SPH - Venezia,sph-venezia,Campo 2,coperto,08:00,mattina,libero,48 EUR,32 EUR
2026-09-21 06:00,2026-09-21,Mon,feriale,SPH - Venezia,sph-venezia,Campo 3,coperto,08:00,mattina,libero,48 EUR,32 EUR
2026-09-21 06:00,2026-09-21,Mon,feriale,SPH - Venezia,sph-venezia,Campo 4 | B3 Capital,coperto,08:00,mattina,libero,48 EUR,32 EUR
2026-09-21 06:00,2026-09-21,Mon,feriale,SPH - Venezia,sph-venezia,Campo 5 | Bassetto Impianti,coperto,08:00,mattina,libero,48 EUR,32 EUR
2026-09-21 06:00,2026-09-21,Mon,feriale,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL 1,coperto,08:00,mattina,libero,40 EUR,27 EUR
2026-09-21 06:00,2026-09-21,Mon,feriale,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL  2,coperto,08:00,mattina,libero,40 EUR,27 EUR
2026-09-21 06:00,2026-09-21,Mon,feriale,Barchessa Padel e Pikleball,barchessa-pickleball,PADEL  3,coperto,08:00,mattina,libero,40 EUR,27 EUR
2026-09-21 06:00,2026-09-21,Mon,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 4,coperto,08:00,mattina,libero,50 EUR,34 EUR
2026-09-21 06:00,2026-09-21,Mon,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 5,coperto,08:00,mattina,libero,50 EUR,34 EUR
2026-09-21 06:00,2026-09-21,Mon,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 6,coperto,08:00,mattina,libero,50 EUR,34 EUR
2026-09-21 06:00,2026-09-21,Mon,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 7,coperto,08:00,mattina,libero,50 EUR,34 EUR
2026-09-21 06:00,2026-09-21,Mon,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 1,scoperto,08:00,mattina,libero,40 EUR,28 EUR
2026-09-21 06:00,2026-09-21,Mon,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 2,scoperto,08:00,mattina,libero,40 EUR,28 EUR
2026-09-21 06:00,2026-09-21,Mon,feriale,SPH - Treviso Sporting,sph-treviso-sporting,Campo 3,scoperto,08:00,mattina,libero,40 EUR,28 EUR
2026-09-21 06:00,2026-09-21,Mon,feriale,Marina Sporting,marina-sporting,Padel 1,scoperto,08:00,mattina,occupato,,
2026-09-21 06:00,2026-09-21,Mon,feriale,Marina Sporting,marina-sporting,Padel 2,scoperto,08:00,mattina,libero,44 EUR,
2026-09-21 08:00,2026-09-21,Mon,feriale,Sporting Club Mestre,sporting-club-mestre,Campo Giallo,scoperto,09:00,mattina,libero,32 EUR,24 EUR
2026-09-21 08:00,2026-09-21,Mon,feriale,Sporting Club Mestre,sporting-club-mestre,Campo Giallo,scoperto,09:30,mattina,libero,32 EUR,24 EUR
2026-09-21 08:00,2026-09-21,Mon,feriale,Sporting Club Mestre,sporting-club-mestre,Campo Giallo,scoperto,10:00,mattina,libero,32 EUR,24 EUR
2026-09-21 08:00,2026-09-21,Mon,feriale,Sporting Club Mestre,sporting-club-mestre,Campo Rosso,scoperto,09:00,mattina,occupato,,
2026-09-21 08:00,2026-09-21,Mon,feriale,Sporting Club Mestre,sporting-club-mestre,Campo Rosso,scoperto,09:30,mattina,occupato,,
2026-09-21 08:00,2026-09-21,Mon,feriale,Sporting Club Mestre,sporting-club-mestre,Campo Rosso,scoperto,10:00,mattina,occupato,,
2026-09-21 08:00,2026-09-21,Mon,feriale,Sporting Club Mestre,sporting-club-mestre,campo coperto 1,coperto,09:00,mattina,libero,,
2026-09-21 08:00,2026-09-21,Mon,feriale,Sporting Club Mestre,sporting-club-mestre,campo coperto 1,coperto,09:30,mattina,libero,,
2026-09-21 08:00,2026-09-21,Mon,feriale,Sporting Club Mestre,sporting-club-mestre,campo coperto 1,coperto,10:00,mattina,libero,40 EUR,
2026-09-21 08:00,2026-09-21,Mon,feriale,Sporting Club Mestre,sporting-club-mestre,campo coperto 2,coperto,09:00,mattina,libero,,
2026-09-21 08:00,2026-09-21,Mon,feriale,Sporting Club Mestre,sporting-club-mestre,campo coperto 2,coperto,09:30,mattina,libero,,
2026-09-21 08:00,2026-09-21,Mon,feriale,Sporting Club Mestre,sporting-club-mestre,campo coperto 2,coperto,10:00,mattina,libero,40 EUR,
2026-09-21 08:00,2026-09-21,Mon,feriale,Padel by FitUP di Zero Branco,padel-by-fitup-di-zero-branco,Padel by FitUP 1,coperto,09:30,mattina,libero,40 EUR,
2026-09-21 08:00,2026-09-21,Mon,feriale,Padel by FitUP di Zero Branco,padel-by-fitup-di-zero-branco,Padel by FitUP 1,coperto,10:00,mattina,libero,40 EUR,
2026-09-21 08:00,2026-09-21,Mon,feriale,Aquafit Padel,aquafit-padel,Padel 1,scoperto,09:00,mattina,libero,40 EUR,
2026-09-21 08:00,2026-09-21,Mon,feriale,Aquafit Padel,aquafit-padel,Padel 1,scoperto,09:30,mattina,libero,40 EUR,
2026-09-21 08:00,2026-09-21,Mon,feriale,Aquafit Padel,aquafit-padel,Padel 1,scoperto,10:00,mattina,libero,40 EUR,
2026-09-21 08:00,2026-09-21,Mon,feriale,Aquafit Padel,aquafit-padel,Padel 2,scoperto,09:00,mattina,libero,40 EUR,32 EUR
2026-09-21 08:00,2026-09-21,Mon,feriale,Aquafit Padel,aquafit-padel,Padel 2,scoperto,09:30,mattina,libero,40 EUR,32 EUR
2026-09-21 08:00,2026-09-21,Mon,feriale,Aquafit Padel,aquafit-padel,Padel 2,scoperto,10:00,mattina,libero,40 EUR,32 EUR
2026-09-21 08:00,2026-09-21,Mon,feriale,SPH - Venezia,sph-venezia,Campo 1,coperto,08:30,mattina,libero,48 EUR,32 EUR
2026-09-21 08:00,2026-09-21,Mon,feriale,SPH - Venezia,sph-venezia,Campo 1,coperto,09:00,mattina,libero,48 EUR,32 EUR
2026-09-21 08:00,2026-09-21,Mon,feriale,SPH - Venezia,sph-venezia,Campo 1,coperto,09:30,mattina,libero,48 EUR,32 EUR
2026-09-21 08:00,2026-09-21,Mon,feriale,SPH - Venezia,sph-venezia,Campo 1,coperto,10:00,mattina,libero,48 EUR,32 EUR
2026-09-21 08:00,2026-09-21,Mon,feriale,SPH - Venezia,sph-venezia,Campo 2,coperto,08:30,mattina,libero,48 EUR,32 EUR
2026-09-21 08:00,2026-09-21,Mon,feriale,SPH - Venezia,sph-venezia,Campo 2,coperto,09:00,mattina,libero,48 EUR,32 EUR
2026-09-21 08:00,2026-09-21,Mon,feriale,SPH - Venezia,sph-venezia,Campo 2,coperto,09:30,mattina,libero,48 EUR,32 EUR
2026-09-21 08:00,2026-09-21,Mon,feriale,SPH - Venezia,sph-venezia,Campo 2,coperto,10:00,mattina,libero,48 EUR,32 EUR
2026-09-21 08:00,2026-09-21,Mon,feriale,SPH - Venezia,sph-venezia,Campo 3,coperto,08:30,mattina,libero,48 EUR,32 EUR
2026-09-21 08:00,2026-09-21,Mon,feriale,SPH - Venezia,sph-venezia,Campo 3,coperto,09:00,mattina,libero,48 EUR,32 EUR
2026-09-21 08:00,2026-09-21,Mon,feriale,SPH - Venezia,sph-venezia,Campo 3,coperto,09:30,mattina,libero,48 EUR,32 EUR
